08:76:ff:87:fe:7e, a4:b1:e9:ed:46:74, a4:b1:e9:44:08:ad, 9c:97:26:9b:94:47, 64:70:02:b2:6c:2a, 00:26:5b:16:bf:09, 00:26:5b:16:bf:08, 00:26:5b:1c:b4:99, 00:1f:9f:ff:37:36, 0c:47:3d:09:df:c8, 0c:47:3d:09:df:c9, x, y
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 3
0, 0, -92, -62, -78, -57, -57, 0, 0, 0, 0, 24, 3
0, 0, -92, -68, -74, -50, -49, 0, 0, 0, 0, 25, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 3
